city,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,ndvi_ce,precipitation_amt_mm,precipitation_ground_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases
iq,27.0,0.26,0.17,0.31,0.26,-0.21,61.09,52.73,295.6795,296.36,294.04,305.5,291.7,42.5,94.13,61.09,15.51,6.5,25.87,7.5,33.8,21.7,79.3,2
iq,28.0,0.18,0.16,0.15,0.16,-0.54,53.58,30.15,296.94,298.31,294.15,307.3,291.4,13.55,86.66,53.58,15.62,10.1,27.08,10.88,33.2,20.7,1.5,2
iq,29.0,0.19,0.17,0.16,0.23,-2.39,65.2,34.88,296.79,298.17,293.64,306.6,288.5,27.06,85.61,65.2,15.3,12.0,27.67,10.83,33.4,17.8,23.8,5
iq,30.0,0.29,0.16,0.29,0.28,1.66,2.64,7.27,296.49,298.04,291.85,305.4,289.2,6.39,77.8,2.64,13.56,11.43,26.47,10.37,32.1,18.0,9.9,1
iq,31.0,0.21,0.16,0.17,0.22,1.72,24.64,14.61,296.82,298.36,293.18,306.9,291.2,12.0,82.27,24.64,14.69,10.31,27.22,9.9,32.4,21.3,69.1,1
iq,32.0,0.24,0.17,0.22,0.23,0.41,89.28,60.14,297.66,298.55,293.05,308.2,290.8,6.5,77.86,89.28,14.58,12.64,27.85,11.2,34.2,21.3,117.0,0
iq,33.0,0.25,0.17,0.23,0.26,-1.45,52.47,19.03,297.34,298.27,294.12,307.0,291.3,21.0,83.93,52.47,15.59,10.66,27.4,10.05,34.4,21.7,79.0,0
iq,34.0,0.43,0.36,0.36,0.39,1.47,45.38,24.85,297.37,298.86,293.51,308.1,292.0,35.1,81.94,45.38,15.01,10.06,27.75,11.9,34.0,20.0,18.3,0
iq,35.0,0.25,0.21,0.25,0.27,0.88,29.51,23.03,297.88,299.67,294.93,306.6,291.2,18.03,85.73,29.51,16.45,10.89,28.0,12.1,34.4,21.4,95.7,0
iq,36.0,0.34,0.29,0.21,0.27,-2.33,8.84,21.82,297.38,298.44,290.98650000000004,309.5,289.1,33.5,70.93,8.84,12.95,12.77,26.65,11.9,33.9,18.5,0.8,2
iq,37.0,0.22,0.2,0.2,0.27,-1.15,36.42,9.16,298.83,300.19,293.93,310.2,292.0,6.0,76.53,36.42,15.45,12.67,27.83,12.3,34.3,21.0,53.1,0
iq,38.0,0.36,0.26,0.32,0.39,-0.14,55.73,58.99,296.95,297.71,293.68,310.6,288.5,115.2,85.03,55.73,15.31,10.76,27.8,11.6,35.3,17.8,92.3,3
iq,39.0,0.4,0.35,0.33,0.39,0.05,100.55,54.36,298.14,299.29,295.74,307.9,293.0,53.36,88.12,100.55,17.26,9.47,28.03,10.63,34.7,21.8,27.2,0
iq,40.0,0.25,0.24,0.23,0.23,0.85,74.6,18.11,299.36,300.7,295.83,310.6,292.9,203.96500000000026,83.68,74.6,17.45,11.6,28.58,12.18,35.5,21.8,34.5,0
iq,41.0,0.18,0.2,0.23,0.23,0.19,38.3,10.22,297.92,299.89,296.31,309.0,292.5,42.5,92.17,38.3,17.91,11.2,27.2,9.35,35.7,22.3,138.2,0
iq,42.0,0.28,0.23,0.28,0.29,1.79,44.16,28.85,298.16,299.35,296.2,305.6,293.8,34.6,90.34,44.16,17.8,8.53,28.3,10.65,34.4,22.9,36.0,2
iq,43.0,0.43,0.38,0.40450000000000047,0.43,0.08,39.52,15.7,298.96,300.68,296.22,311.2,294.6,41.2,87.37,39.52,17.9,9.96,27.98,10.48,34.5,20.7,32.1,2
iq,44.0,0.13,0.13,0.12,0.12,2.85,32.47,25.75,300.04,300.84,295.3,310.1,292.3,6.1,77.78,32.47,16.87,12.09,28.73,11.13,35.5,22.8,56.4,3
iq,45.0,0.39,0.33,0.39,0.42,-0.99,105.14,45.39,298.14,299.96,295.74,310.8,292.3,85.3,88.48,105.14,17.39,9.43,27.6,9.57,34.0,21.9,139.7,3
iq,46.0,0.32,0.32,0.25,0.32,-0.72,31.08,26.38,298.37,300.17,295.65,308.4,290.9,36.4,86.76,31.08,17.29,10.63,28.5,10.85,35.5,20.8,79.0,3
iq,47.0,0.26,0.28,0.25,0.3,2.0,123.63,48.03,298.68,300.11,296.73,307.0,294.8,40.8,90.88,123.63,18.38,9.04,27.9,10.55,36.0,22.4,234.10000000000008,1
iq,48.0,0.27,0.25,0.31,0.3,-1.1,81.27,67.92,299.22,299.61,296.53,308.5,294.3,51.4,87.0,81.27,18.27,9.07,28.3,10.23,34.7,22.0,26.2,2
iq,49.0,0.4,0.32,0.33,0.37,-0.65,72.23,13.0,298.32,299.74,296.14,309.4,293.5,77.83,89.21,72.23,17.75,9.7,28.77,10.17,35.1,22.0,138.0,3
iq,50.0,0.36,0.24,0.35,0.36,-0.2,108.62,42.64,298.69,300.25,297.34,306.4,294.8,178.89,93.23,108.62,19.11,8.27,28.4,11.7,34.2,22.5,47.4,6
iq,51.0,0.19,0.22,0.14,0.14,3.3,64.95,59.74,298.17,299.54,296.85,308.5,294.1,65.04,93.92,64.95,18.53,8.34,28.3,10.45,34.8,22.1,66.8,5
iq,52.0,0.29,0.23,0.27,0.26,-0.82,49.42,22.85,296.3,297.05,295.68,302.6,294.3,82.68,96.94,49.42,17.17,4.19,27.3,9.6,33.1,22.3,185.7,1
iq,1.0,0.2,0.2,0.24,0.19,0.14,38.34,56.98,298.65,299.29,295.64,302.4,296.2,27.24,80.3,38.34,17.09,2.86,27.41,7.3,32.8,22.2,23.85,4
iq,2.0,0.25,0.31,0.21,0.26,0.69,78.53,78.23,297.44,298.74,296.64,304.0,294.9,55.3,95.79,78.53,18.26,6.2,27.43,8.67,34.2,22.4,137.2,5
iq,3.0,0.33,0.3,0.31,0.34,-0.26,63.47,82.73,297.75,298.96,297.02,306.2,294.5,62.5,96.13,63.47,18.71,6.83,28.7,9.9,34.1,23.1,68.1,8
iq,4.0,0.32,0.34,0.26,0.34,1.26,29.23,56.91,299.62,300.83,295.89,308.3,293.6,19.4,82.47,29.23,17.49,11.23,28.73,11.4,34.6,21.8,20.1,5
iq,5.0,0.23,0.24,0.2,0.21,-1.04,4.65,-6.503499999999998,300.9,301.61249999999995,292.83,309.7,293.2,1.6,68.684,4.65,14.55,13.64,28.92,12.12,35.6,22.3,0.0,2
iq,6.0,0.12,0.1,0.11,0.12,0.48,13.2,15.55,299.9,301.37,293.99,309.8,293.2,9.0,72.93,13.2,15.57,13.827000000000004,29.2,13.261500000000003,36.4,20.6,24.1,3
iq,7.0,0.28,0.3,0.31,0.3,0.87,24.83,9.77,298.27,299.55,295.64,307.2,294.8,33.46,86.77,24.83,17.17,8.5,27.92,9.5,33.3,22.8,13.4,3
iq,8.0,0.24,0.17,0.2,0.22,0.31,39.06,33.05,298.08,299.75,295.64,310.1,292.6,34.5,87.72,39.06,17.21,9.73,26.6,8.1,35.5,22.0,8.6,1
iq,9.0,0.32,0.34,0.22,0.3,3.32,125.04,96.1,297.88,299.44,296.35,308.0,294.3,83.27,93.01,125.04,17.95,7.81,27.47,10.13,34.4,20.6,18.9,6
iq,10.0,0.21,0.21,0.17,0.19,1.48,52.08,34.95,297.98,299.43,296.46,308.1,293.2,49.36,92.56,52.08,18.09,9.09,28.4,11.3,34.5,22.3,79.0,4
iq,11.0,0.31,0.21,0.34,0.31,-1.56,80.33,40.87,296.78,297.52,296.07,304.4,293.5,76.75,96.29,80.33,17.61,5.24,28.0,11.0,33.5,22.5,24.1,1
iq,12.0,0.39,0.39,0.35,0.35,4.33,137.83,76.81,297.89,299.54,296.62,305.5,292.9,75.16,93.63,137.83,18.25,9.79,28.3,9.5,34.3,21.7,187.2,2
iq,13.0,0.31,0.2,0.06,0.29,1.54,120.1,62.14,297.31,298.2,296.61,303.5,294.0,76.2,96.24,120.1,18.24,5.71,28.65,9.3,34.0,23.6,142.6,3
iq,14.0,0.14,0.14,0.19,0.13,-0.09,101.22,49.17,297.2,298.26,296.82,303.9,293.8,88.9,97.347,101.22,18.47,5.21,28.07,9.1,33.9,22.7,2.0,1
iq,15.0,0.36,0.33,0.28,0.36,1.22,47.26,49.77,297.81,298.98,297.18,305.6,294.2,135.4,96.5,47.26,18.83,6.27,27.65,9.5,33.1,22.3,4.0,8
iq,16.0,0.24,0.2,0.17,0.19,2.12,61.8,50.62,298.22,299.65,296.64,308.4,292.9,54.89,92.32,61.8,18.31,8.99,28.03,10.37,33.6,21.7,36.9,4
iq,17.0,0.37,0.33,0.23,0.25,-0.09,113.62,70.28,297.78,298.51,296.77,304.0,293.9,90.3,94.79,113.62,18.41,6.0,28.0,10.65,34.5,22.5,39.6,6
iq,18.0,0.28,0.16,0.19,0.33,1.14,65.82,52.43,297.13,297.83,296.71,303.5,293.6,133.17,97.347,65.82,18.34,5.03,27.53,8.67,32.9,22.6,148.5,7
iq,19.0,0.16,0.12,0.19,0.12,1.36,83.93,75.92,297.8,299.13,296.84,305.9,293.1,56.52,95.12,83.93,18.51,8.71,27.23,9.93,33.3,22.0,97.0,5
iq,20.0,0.17,0.15,0.16,0.18,0.69,34.81,16.09,296.41,297.21,295.27,303.4,292.6,45.5,93.9,34.81,16.78,5.77,27.3,8.4,33.0,19.5,91.8,8
iq,21.0,0.23,0.19,0.19,0.25,1.29,173.45,105.28,297.6,299.18,295.82,308.2,292.0,83.0,91.63,173.45,17.4,9.1,26.65,7.4,34.2,22.5,234.10000000000008,6
iq,22.0,0.19,0.08,0.19,0.1,-0.35,35.43,37.62,297.31,298.33,295.96,306.4,291.7,42.6,93.58,35.43,17.5,9.63,27.41,7.3,33.3,20.5,28.2,5
iq,23.0,0.11,0.12,0.2,0.11,-0.57,88.62,57.71,296.77,297.82,295.7,304.1,292.8,36.63,94.69,88.62,17.21,8.19,27.5,9.5,32.8,19.8,203.0,6
iq,24.0,0.24,0.24,0.17,0.21,-0.84,85.28,25.28,295.6795,296.36,294.99,300.0,293.0,51.89,96.88,85.28,16.42,5.04,26.8,8.57,32.0,20.9,87.9,6
iq,25.0,0.33,0.19,0.23,0.33,1.72,94.52,96.78,296.2,297.32,294.71,306.0,292.1,24.5,92.37,94.52,16.14,7.79,25.9,8.4,33.3,21.5,43.2,13
iq,26.0,0.24,0.15,0.13,0.2,-1.26,32.95,25.14,295.6795,296.81,293.86,304.2,289.8,25.9,90.45,32.95,15.31,8.4,25.08,9.07,32.1,18.6,98.5,2
iq,27.0,0.26,0.32,0.2,0.2,-0.8,46.39,48.63,296.15,297.59,295.04,304.4,291.8,50.7,94.67,46.39,16.51,8.46,25.9,8.15,30.9,21.1,170.1,10
iq,28.0,0.32,0.3,0.28,0.34,1.98,83.94,68.64,296.62,298.09,294.81,305.1,291.8,18.67,90.91,83.94,16.25,9.49,26.55,8.85,32.0,21.8,43.2,3
iq,29.0,0.23,0.27,0.23,0.15,3.77,48.09,45.98,297.5,298.94,294.36,306.9,291.4,24.76,85.16,48.09,15.86,11.21,26.8,11.7,33.1,20.5,31.0,12
iq,30.0,0.27,0.3,0.22,0.28,-0.67,53.78,41.83,296.81,298.11,295.0,304.4,291.8,25.42,90.93,53.78,16.48,10.2,26.3,8.8,32.1,21.9,103.1,7
iq,31.0,0.21,0.16,0.22,0.25,-0.61,85.96,76.32,296.02,297.29,294.47,306.1,291.7,27.62,92.53,85.96,15.98,8.84,27.41,7.3,32.9,19.4,6.0,6
iq,32.0,0.25,0.27,0.22,0.24,3.14,29.82,13.12,297.52,298.96,293.14,307.4,291.0,3.9,79.72,29.82,14.69,12.16,27.41,7.3,34.0,18.3,55.1,5
iq,33.0,0.19,0.23,0.17,0.3,-0.5,18.44,25.23,296.53,297.64,292.22,307.2,288.5,4.1,79.24,18.44,13.82,12.19,27.41,7.3,31.3,20.0,0.5,6
iq,34.0,0.39,0.33,0.28,0.39,-0.28,23.78,29.01,297.82,299.99,293.42,308.3,290.2,7.9,78.48,23.78,14.96,13.827000000000004,27.41,7.3,32.8,21.7,0.5,6
iq,35.0,0.31,0.26,0.23,0.3,0.52,42.86,37.48,298.14,299.81,294.57,310.1,291.1,23.2,83.17,42.86,16.08,12.53,27.41,7.3,32.8,20.4,0.0,6
iq,36.0,0.33,0.37,0.34,0.28,5.23,147.32,113.32,297.77,299.38,294.99,307.8,291.7,41.89,86.54,147.32,16.48,11.13,27.1,9.8,32.0,20.9,195.1,8
iq,37.0,0.13,0.15,0.11,0.12,2.8,46.58,16.94,298.46,300.51,296.12,308.2,294.7,35.7,88.74,46.58,17.67,10.29,27.4,8.7,34.3,23.0,23.2,6
iq,38.0,0.27,0.21,0.23,0.33,0.36,36.64,56.1,297.72,299.06,295.88,308.9,293.3,59.5,91.2,36.64,17.44,8.93,27.17,9.5,33.0,20.4,87.3,9
iq,39.0,0.39,0.32,0.16,0.33,1.47,48.68,55.79,298.63,299.97,294.38,309.8,292.4,6.9,79.56,48.68,15.9,13.2,28.0,13.261500000000003,34.7,18.8,20.1,12
iq,40.0,0.28,0.22,0.26,0.33,3.64,85.69,45.54,299.17,300.91,296.12,310.6,293.8,70.02,84.81,85.69,17.71,11.66,28.65,13.1,35.5,21.8,40.1,19
iq,41.0,0.26,0.19,0.31,0.26,2.92,52.27,59.89,297.57,298.74,295.31,305.5,292.7,39.9,88.83,52.27,16.82,8.83,26.98,10.88,33.0,20.6,27.9,8
iq,42.0,0.35,0.28,0.38,0.36,4.1,65.25,50.09,298.06,299.26,296.87,307.2,293.3,51.6,94.16,65.25,18.55,8.36,28.55,11.3,34.5,21.4,120.6,16
iq,43.0,0.25,0.2,0.3,0.22,2.06,35.61,52.57,299.43,300.92,296.3,309.6,292.8,23.1,85.07,35.61,17.9,13.16,27.7,9.55,35.6,22.4,13.0,21
iq,44.0,0.3,0.23,0.26,0.32,2.56,74.01,71.9,298.44,299.94,295.91,311.445,292.2,48.5,87.87,74.01,17.54,12.31,27.4,10.0,35.8,21.3,89.9,6
iq,45.0,0.41,0.32,0.27,0.37,6.26,91.63,93.42,299.5,300.79,296.18,309.2,294.3,67.0,84.83,91.63,17.81,10.66,28.35,12.35,34.9,21.8,101.4,22
iq,46.0,0.35,0.32,0.27,0.37,9.16,74.68,104.96,297.17,297.71,296.48,304.2,292.4,53.9,96.35,74.68,18.12,5.93,27.2,8.9,33.7,22.4,184.2,37
iq,47.0,0.23,0.19,0.19,0.21,7.88,74.08,98.98,299.42,301.24,296.1,309.3,293.6,26.8,84.61,74.08,17.74,11.64,28.25,11.0,35.8,22.5,107.4,33
iq,48.0,0.22,0.17,0.2,0.22,4.35,71.98,78.96,297.96,299.2,297.02,306.1,293.6,56.8,95.25,71.98,18.71,7.91,28.0,10.36,35.3,22.6,77.0,18
iq,49.0,0.2,0.16,0.16,0.24,16.92,53.01,179.65,299.18,300.38,296.44,309.5,293.3,36.83,87.13,53.01,18.11,10.96,27.9,11.0,34.1,22.4,64.0,83
iq,50.0,0.32,0.31,0.28,0.34,20.57,70.04,254.93,297.79,298.84,296.57,305.8,294.5,91.0,93.94,70.04,18.21,6.5,27.41,7.3,32.8,22.2,9.9,116
iq,51.0,0.26,0.2,0.24,0.24,6.63,49.56,85.56,298.7,300.04,296.39,308.5,293.8,38.0,88.78,49.56,18.04,10.21,28.38,9.65,34.0,22.6,128.3,32
iq,52.0,0.36,0.33,0.4,0.32,0.94,109.83,68.9,298.4,299.66,297.12,306.3,294.8,29.79,93.25,109.83,18.86,8.23,27.8,8.5,33.3,22.6,100.8,7
iq,52.0,0.13,0.12,0.2,0.19,0.53,38.34,56.98,298.65,299.29,295.64,302.4,296.2,27.24,80.3,38.34,17.09,2.86,27.41,7.3,32.8,22.2,23.85,9
iq,1.0,0.31,0.19,0.3,0.27,-0.22,70.6,68.12,298.16,300.01,296.71,307.9,293.5,61.61,93.01,70.6,18.37,9.76,28.5,9.1,33.2,23.0,74.9,10
iq,2.0,0.3,0.36,0.31,0.32,0.42,93.73,74.63,297.66,298.84,296.73,307.6,291.6,96.21,95.53,93.73,18.41,7.23,28.4,10.4,34.2,22.5,232.1,5
iq,3.0,0.35,0.31,0.29,0.34,1.85,60.52,23.71,300.07,301.56,296.58,308.7,295.0,26.7,83.3,60.52,18.26,11.36,28.87,11.17,35.5,22.5,194.0,8
iq,4.0,0.36,0.28,0.29,0.28,2.36,25.67,2.25,299.65,301.11,296.93,308.1,294.9,42.24,87.31,25.67,18.65,9.99,28.87,12.07,35.1,22.1,0.0,7
iq,5.0,0.16,0.17,0.15,0.13,3.07,88.96,68.35,299.06,300.83,296.91,308.4,295.3,47.3,89.43,88.96,18.64,9.34,28.52,10.72,35.4,22.2,3.8,8
iq,6.0,0.22,0.17,0.26,0.23,2.45,52.61,61.18,296.75,297.69,296.0,304.4,294.2,56.8,95.98,52.61,17.58,5.19,27.47,8.73,32.8,21.4,70.4,11
iq,7.0,0.2,0.2,0.22,0.18,0.36,125.35,74.94,298.03,299.16,297.22,304.6,294.5,189.06,95.75,125.35,18.95,6.99,27.5,9.5,32.3,22.3,234.10000000000008,6
iq,8.0,0.2,0.21,0.28,0.21,-0.43,46.98,34.85,298.3,299.29,296.54,306.5,294.4,39.6,91.58,46.98,18.2,7.86,28.65,10.9,35.2,22.4,84.1,7
iq,9.0,0.29,0.27,0.23,0.28,-0.98,54.22,35.63,298.16,299.39,297.05,305.9,294.4,44.51,94.4,54.22,18.73,8.01,28.27,9.2,33.8,23.3,19.0,7
iq,10.0,0.16,0.14,0.24,0.15,3.1,155.54,83.51,297.96,298.69,297.53,304.9,295.6,201.4,97.347,155.54,19.27,4.83,26.8,6.7,34.8,23.4,8.6,14
iq,11.0,0.25,0.18,0.15,0.21,0.6,162.51,65.33,297.31,298.68,295.85,304.5,291.9,21.7,92.27,162.51,17.4,7.81,28.7,9.85,33.8,22.5,146.1,7
iq,12.0,0.22,0.21,0.12,0.24,2.38,99.37,72.68,298.37,299.83,296.25,306.6,294.7,32.8,89.82,99.37,17.82,9.34,27.72,8.96,33.4,22.5,108.8,9
iq,13.0,0.38,0.37,0.38,0.37,2.65,55.12,82.72,297.37,298.59,296.09,308.6,293.0,67.5,93.8,55.12,17.62,7.63,28.25,10.85,34.3,20.8,73.9,13
iq,14.0,0.31,0.22,0.3,0.24,0.13,87.41,80.68,297.71,299.0,296.24,306.5,292.4,68.0,92.42,87.41,17.89,8.46,28.1,10.85,33.8,21.6,71.1,16
iq,15.0,0.19,0.14,0.2,0.18,1.89,40.03,30.71,297.7,298.46,297.2,304.0,295.0,90.2,97.32,40.03,18.89,6.41,27.65,9.35,32.9,22.5,3.6,7
iq,16.0,0.21,0.16,0.28,0.2,1.83,37.6,42.01,297.44,298.19,296.96,306.4,294.0,178.2,97.347,37.6,18.6,5.36,28.85,10.05,34.0,22.7,105.6,9
iq,17.0,0.21,0.23,0.16,0.2,1.06,78.8,44.29,297.93,298.86,297.4,303.9,294.1,54.9,97.16,78.8,19.15,6.64,28.6,9.1,33.8,23.7,14.5,2
iq,18.0,0.15,0.13,0.13,0.19,3.33,33.29,50.76,297.33,298.44,296.58,304.8,293.3,64.1,95.94,33.29,18.18,6.1,25.8,7.5,33.5,21.0,13.0,13
iq,19.0,0.25,0.23,0.2,0.19,4.66,49.07,62.55,298.68,299.72,296.34,306.7,293.6,54.89,88.29,49.07,17.94,9.27,27.9,11.6,34.6,21.0,28.0,8
iq,20.0,0.27,0.17,0.21,0.23,-2.23,56.22,35.73,297.53,298.34,296.35,304.9,293.6,49.1,93.92,56.22,17.96,7.54,27.41,7.3,33.2,23.6,95.9,3
iq,21.0,0.31,0.36,0.28,0.25,0.78,43.14,13.59,299.01,300.61,295.8,308.1,294.0,21.1,84.66,43.14,17.41,10.94,27.4,8.7,33.6,22.4,37.9,5
iq,22.0,0.38,0.37,0.36,0.36,-1.0,61.75,73.96,298.43,299.48,295.68,307.3,292.7,34.92,86.7,61.75,17.2,10.01,27.41,7.3,33.9,20.9,78.9,4
iq,23.0,0.14,0.14,0.14,0.12,1.98,40.44,26.94,297.3,298.49,296.23,303.9,293.7,51.0,94.59,40.44,17.79,7.17,27.1,9.17,32.4,22.0,19.5,8
iq,24.0,0.29,0.23,0.22,0.27,1.2,104.83,41.2,297.38,298.62,295.32,304.8,293.4,29.01,89.19,104.83,16.82,8.53,27.67,9.83,33.3,22.0,73.7,2
iq,25.0,0.29,0.25,0.35,0.26,0.14,50.88,31.81,297.86,299.06,294.64,307.7,291.9,11.0,84.47,50.88,16.17,10.49,27.35,9.55,32.8,22.4,89.2,3
iq,26.0,0.27,0.18,0.28,0.23,0.59,23.6,19.91,296.82,298.49,294.41,307.4,292.4,26.6,88.39,23.6,15.88,10.73,26.83,8.77,33.7,20.8,92.0,5
iq,27.0,0.2,0.2,0.16,0.22,1.75,43.24,20.45,297.87,299.42,294.53,308.3,290.4,23.91,84.69,43.24,16.04,11.1,27.8,10.7,34.5,21.6,40.9,7
iq,28.0,0.39,0.34,0.33,0.44,-1.12,109.71,58.72,296.99,297.59,292.23,308.2,288.5,8.7,77.37,109.71,13.93,11.81,27.8,11.13,34.2,17.8,167.1,3
iq,29.0,0.17,0.13,0.19,0.15,-0.87,27.33,16.04,297.79,298.93,292.46,307.7,288.5,8.9,75.7,27.33,14.19,13.51,26.55,12.7,33.8,18.2,0.0,5
iq,30.0,0.35,0.25,0.28,0.37,-0.01,42.32,25.8,296.9,298.01,293.75,306.3,290.1,15.3,84.24,42.32,15.26,10.09,24.181,5.7,32.3,18.5,71.1,6
iq,31.0,0.33,0.31,0.23,0.27,0.71,0.0,1.53,298.22,299.73,293.04,308.2,292.6,8.64,75.57,0.0,14.61,11.49,26.25,10.6,32.3,19.2,0.0,5
iq,32.0,0.28,0.23,0.28,0.24,0.23,38.17,76.3,298.93,300.34,293.64,309.7,293.5,1.99,74.86,38.17,15.15,12.19,27.32,11.85,33.5,19.8,36.6,5
iq,33.0,0.27,0.29,0.34,0.29,2.22,17.85,37.75,299.61,300.43,291.78,310.5,290.7,6.0,68.684,17.85,13.59,13.827000000000004,27.41,7.3,32.8,17.8,69.6,4
iq,34.0,0.33,0.27,0.27,0.3,-2.24,69.62,40.34,298.43,299.68,294.95,309.0,292.9,15.82,83.85,69.62,16.44,10.81,27.75,13.1,35.0,20.3,127.0,0
iq,35.0,0.43,0.36,0.36,0.38,-0.97,12.81,-6.503499999999998,298.18,299.37,293.92,308.6,292.4,11.0,79.65,12.81,15.43,10.94,26.8,10.25,35.2,21.4,37.0,0
iq,36.0,0.34,0.2,0.32,0.31,-0.52,36.98,29.78,300.06,301.21,294.01,309.3,293.4,4.2,71.97,36.98,15.52,13.71,27.41,7.3,32.8,21.8,44.0,0
iq,37.0,0.24,0.21,0.24,0.23,-0.84,18.66,2.55,298.88,299.81,295.66,307.3,292.9,35.3,83.73,18.66,17.22,9.93,27.41,7.3,32.8,22.2,1.3,0
iq,38.0,0.18,0.2,0.15,0.21,2.1,2.56,-6.503499999999998,298.5,299.76,293.56,309.1,292.4,13.7,76.6,2.56,15.06,11.79,25.77,12.23,34.3,17.8,38.1,0
iq,39.0,0.41,0.39,0.37,0.42,-1.98,29.8,32.93,301.18,301.61249999999995,293.75,311.445,294.8,4.2,68.684,29.8,15.33,13.827000000000004,28.65,13.261500000000003,36.545,20.7,23.85,2
iq,40.0,0.33,0.35,0.26,0.32,0.91,54.7,43.58,299.11,300.25,293.9,311.445,292.1,4.6,74.95,54.7,15.44,12.36,28.8,13.261500000000003,36.3,21.0,80.8,4
iq,41.0,0.37,0.28,0.37,0.35,-1.75,60.0,20.08,299.52,300.86,294.39,311.445,293.2,22.2,75.51,60.0,15.92,11.69,28.5,11.8,36.545,22.3,233.2,4
iq,42.0,0.31,0.28,0.35,0.29,0.82,73.97,48.61,299.58,301.19,295.77,310.5,291.9,35.08,81.69,73.97,17.42,12.24,29.1,12.7,36.5,21.7,64.0,3
iq,43.0,0.36,0.3,0.29,0.33,0.98,100.06,48.85,298.07,299.16,295.8,307.4,294.0,59.7,89.14,100.06,17.36,8.64,28.3,10.95,34.3,21.3,234.10000000000008,3
iq,44.0,0.19,0.21,0.17,0.18,2.5,59.15,23.39,299.46,301.48,296.81,308.6,294.9,49.85,87.23,59.15,18.55,10.79,28.23,10.3,34.3,21.8,102.1,5
iq,45.0,0.39,0.3,0.4,0.41,0.97,75.36,13.82,298.6,300.08,296.36,309.4,292.9,143.8,89.31,75.36,17.97,9.7,27.41,7.3,34.6,22.3,8.9,6
iq,46.0,0.43,0.35,0.34,0.44,4.14,49.87,45.05,298.31,300.09,296.9,307.2,295.0,45.0,93.18,49.87,18.58,8.56,27.6,10.15,34.5,21.5,139.5,14
iq,47.0,0.28,0.22,0.29,0.24,1.59,72.34,17.51,299.41,300.63,297.39,309.1,295.2,63.53,90.35,72.34,19.19,8.91,28.5,11.0,35.0,21.8,5.1,3
iq,48.0,0.32,0.3,0.34,0.42,-0.19,78.52,62.62,299.42,300.45,296.61,307.6,294.1,34.95,86.41,78.52,18.3,9.73,28.27,11.4,34.3,21.7,77.9,7
iq,49.0,0.36,0.22,0.26,0.3,3.98,60.5,75.0,299.22,300.71,296.66,308.4,295.4,71.8,87.72,60.5,18.36,9.1,28.1,12.5,34.8,21.5,54.1,11
iq,50.0,0.2,0.19,0.19,0.25,0.52,46.91,14.54,298.57,300.26,297.19,307.0,295.4,46.9,92.96,46.91,18.95,8.2,28.1,11.55,34.0,22.3,6.0,2
iq,51.0,0.18,0.14,0.26,0.14,0.09,151.0,78.91,298.02,299.37,297.19,304.4,295.5,113.36,95.67,151.0,18.92,6.49,28.3,9.9,33.6,22.9,81.1,6
iq,52.0,0.35,0.22,0.32,0.26,0.07,114.58,57.76,298.18,299.58,296.94,306.5,294.9,203.96500000000026,93.82,114.58,18.58,7.39,27.45,9.7,32.7,22.4,234.10000000000008,8
iq,1.0,0.2,0.24,0.23,0.22,6.95,38.78,71.85,298.83,299.64,292.88,307.8,292.4,15.2,73.16,38.78,14.52,12.31,27.41,7.3,34.5,19.7,70.1,25
iq,2.0,0.23,0.2,0.19,0.23,4.76,138.46,85.74,298.73,300.3,296.37,307.7,293.5,47.6,88.34,138.46,18.17,9.89,27.78,11.0,34.5,21.4,60.1,21
iq,3.0,0.17,0.13,0.11,0.19,0.5,88.85,78.74,298.46,300.11,296.32,307.3,295.0,52.2,89.96,88.85,17.94,9.14,27.41,7.3,33.8,21.5,54.8,10
iq,4.0,0.15,0.14,0.15,0.16,5.99,49.32,86.37,297.19,298.29,295.78,304.8,294.4,52.2,93.11,49.32,17.36,6.21,27.3,8.95,33.5,22.3,234.10000000000008,28
iq,5.0,0.38,0.31,0.35,0.37,11.06,34.17,74.72,297.17,298.22,296.65,302.7,294.3,63.98,97.32,34.17,18.26,5.53,27.41,7.3,33.7,21.5,118.9,39
iq,6.0,0.26,0.14,0.2,0.26,1.12,71.87,75.02,297.64,298.38,296.81,304.2,294.0,67.0,95.83,71.87,18.44,5.79,28.0,8.8,32.6,23.6,101.1,20
iq,7.0,0.38,0.25,0.24,0.29,5.64,44.35,57.52,297.06,298.14,295.36,305.2,292.8,33.0,91.1,44.35,16.93,7.29,28.6,8.9,33.8,24.2,0.0,24
iq,8.0,0.26,0.12,0.22,0.14,5.92,23.44,52.31,298.94,300.78,295.96,308.3,292.9,72.2,86.03,23.44,17.61,10.79,28.24,10.64,34.3,21.3,0.3,28
